KECAMATAN,KELURAHAN,TIPE HAK,NIB,LUAS,PENGGUNAAN
GADINGREJO,KARANGKETUG,Hak Pakai,"03600",131.752,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03602",361.124,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03603",140.369,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03606",205.143,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03607",148.544,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03608",78.665,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03572",1591.527,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03570",1463.519,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03573",456.705,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03571",235.677,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03548",193.717,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03549",310.256,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03550",26.4,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03547",147.521,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03490",97.645,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03500",337.674,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03501",184.21,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03502",202.006,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03532",635.421,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03398",328.937,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03399",102.74,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03400",269.004,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03401",94.704,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03402",162.83,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03403",181.861,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03404",110.037,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03405",245.458,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03428",4290.061,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03367",740.765,Pemanfaatan Lainnya
GADINGREJO,KARANGKETUG,Hak Pakai,"03375",141.275,Tanah Tidak Ada Bangunan
GADINGREJO,KARANGKETUG,Hak Pakai,"03394",1047.933,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03436",526.124,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03437",493.207,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03438",231.432,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03439",108.561,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03440",178.121,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"02983",734.245,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"02982",305.691,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"02980",228.279,Tanah Tidak Ada Bangunan
GADINGREJO,PETAHUNAN,Hak Pakai,"02981",60.286,Tanah Tidak Ada Bangunan
GADINGREJO,PETAHUNAN,Hak Pakai,"02979",299.109,Tanah Tidak Ada Bangunan
GADINGREJO,PETAHUNAN,Hak Pakai,"02976",1176.55,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"02978",1642.17,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"02977",252.331,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03492",240.981,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03493",997.785,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03494",622.051,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03505",274.85,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03506",106.199,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03507",782.97,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03508",318.959,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03509",56.998,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03510",433.053,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03511",238.184,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03496",4804.951,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03497",305.312,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03498",1029.749,Pemanfaatan Lainnya
GADINGREJO,PETAHUNAN,Hak Pakai,"03499",57.254,Pemanfaatan Lainnya
